item_id,tier,source,name,icon,slot,armor_type,hand_type,weapon_type,ranged_weapon_type,set_name,class_allowlist,has_effect,sockets,socket_bonus,weapon_min,weapon_max,weapon_speed,url,strength,agility,stamina,intellect,healing_power,spell_damage,arcane_damage,fire_damage,frost_damage,holy_damage,nature_damage,shadow_damage,spell_hit,spell_crit,spell_haste,spell_pen,spirit,attack_power,ranged_attack_power,feral_attack_power,melee_hit,melee_crit,melee_haste,armor_pen,expertise,defense,block_rating,block_value,dodge,parry,resilience,armor,bonus_armor
30116,T5,tier_vendor,Destroyer Legguards,inv_pants_plate_05,Legs,Plate,,,,Destroyer Armor,Warrior,,Red,stamina=3,,,,https://www.wowhead.com/tbc/item=30116,18,28,60,,,,,,,,,,,,,,,,,,,,,,,39,32,33,,,,1459,
30117,T5,tier_vendor,Destroyer Shoulderguards,inv_shoulder_29,Shoulder,Plate,,,,Destroyer Armor,Warrior,,Red|Blue,block_rating=3,,,,https://www.wowhead.com/tbc/item=30117,13,21,44,,,,,,,,,,,,,,,,,,,,,,,29,,32,,,,1251,
30118,T5,tier_vendor,Destroyer Breastplate,inv_chest_plate02,Chest,Plate,,,,Destroyer Battlegear,Warrior,,Yellow|Blue|Red,strength=4,,,,https://www.wowhead.com/tbc/item=30118,50,,48,,,,,,,,,,,,,,,,,,15,33,,,,,,,,,,1668,
30119,T5,tier_vendor,Destroyer Gauntlets,inv_gauntlets_28,Hands,Plate,,,,Destroyer Battlegear,Warrior,,,,,,,https://www.wowhead.com/tbc/item=30119,44,,46,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,1042,
30120,T5,tier_vendor,Destroyer Battle-Helm,inv_helmet_58,Head,Plate,,,,Destroyer Battlegear,Warrior,,Meta|Blue,strength=4,,,,https://www.wowhead.com/tbc/item=30120,47,,45,,,,,,,,,,,,,,,,,,21,36,,,,,,,,,,1355,
30121,T5,tier_vendor,Destroyer Greaves,inv_pants_plate_05,Legs,Plate,,,,Destroyer Battlegear,Warrior,,Red,melee_crit=2,,,,https://www.wowhead.com/tbc/item=30121,52,,57,,,,,,,,,,,,,,,,,,22,32,,,,,,,,,,1459,
30122,T5,tier_vendor,Destroyer Shoulderblades,inv_shoulder_29,Shoulder,Plate,,,,Destroyer Battlegear,Warrior,,Yellow|Blue,strength=3,,,,https://www.wowhead.com/tbc/item=30122,36,,38,,,,,,,,,,,,,,,,,,18,20,,,,,,,,,,1251,
30123,T5,tier_vendor,Crystalforge Chestguard,inv_chest_chain_15,Chest,Plate,,,,Crystalforge Armor,Paladin,,Red|Yellow|Yellow,defense=4,,,,https://www.wowhead.com/tbc/item=30123,,,55,27,32,32,,,,,,,,,,,,,,,,,,,,28,,51,,,,1668,
30124,T5,tier_vendor,Crystalforge Handguards,inv_gauntlets_25,Hands,Plate,,,,Crystalforge Armor,Paladin,,,,,,,https://www.wowhead.com/tbc/item=30124,,,40,21,29,29,,,,,,,,,,,,,,,,,,,,27,22,30,,,,1042,
30125,T5,tier_vendor,Crystalforge Faceguard,inv_helmet_15,Head,Plate,,,,Crystalforge Armor,Paladin,,Red|Meta,stamina=6,,,,https://www.wowhead.com/tbc/item=30125,,,48,28,36,36,,,,,,,,,,,,,,,,,,,,28,19,40,,,,1355,
30126,T5,tier_vendor,Crystalforge Legguards,inv_pants_mail_15,Legs,Plate,,,,Crystalforge Armor,Paladin,,Yellow,stamina=3,,,,https://www.wowhead.com/tbc/item=30126,,,54,27,41,41,,,,,,,,,,,,,,,,,,,,35,25,35,,,,1459,
30127,T5,tier_vendor,Crystalforge Shoulderguards,inv_shoulder_14,Shoulder,Plate,,,,Crystalforge Armor,Paladin,,Red|Red,stamina=4,,,,https://www.wowhead.com/tbc/item=30127,,,38,26,22,22,,,,,,,,,,,,,,,,,,,,26,,,,19,,1251,
30129,T5,tier_vendor,Crystalforge Breastplate,inv_chest_chain_15,Chest,Plate,,,,Crystalforge Battlegear,Paladin,,Red|Yellow|Yellow,strength=4,,,,https://www.wowhead.com/tbc/item=30129,56,,40,20,,,,,,,,,,,,,,,,,23,21,,,,,,,,,,1668,
30130,T5,tier_vendor,Crystalforge Gauntlets,inv_gauntlets_25,Hands,Plate,,,,Crystalforge Battlegear,Paladin,,,,,,,https://www.wowhead.com/tbc/item=30130,44,25,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,
30131,T5,tier_vendor,Crystalforge War-Helm,inv_helmet_15,Head,Plate,,,,Crystalforge Battlegear,Paladin,,Red|Meta,agility=4,,,,https://www.wowhead.com/tbc/item=30131,56,24,46,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,
30132,T5,tier_vendor,Crystalforge Greaves,inv_pants_mail_15,Legs,Plate,,,,Crystalforge Battlegear,Paladin,,Yellow,strength=2,,,,https://www.wowhead.com/tbc/item=30132,59,27,42,23,,,,,,,,,,,,,,,,,21,,,,,,,,,,,1459,
30133,T5,tier_vendor,Crystalforge Shoulderbraces,inv_shoulder_14,Shoulder,Plate,,,,Crystalforge Battlegear,Paladin,,Yellow|Yellow,stamina=4,,,,https://www.wowhead.com/tbc/item=30133,45,,34,15,,,,,,,,,,,,,,,,,,16,,,,,,,,,,1251,
30134,T5,tier_vendor,Crystalforge Chestpiece,inv_chest_chain_15,Chest,Plate,,,,Crystalforge Raiment,Paladin,,Blue|Yellow|Yellow,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=30134,,,30,36,103,35,,,,,,,,31,,,,,,,,,,,,,,,,,,1668,
30135,T5,tier_vendor,Crystalforge Gloves,inv_gauntlets_25,Hands,Plate,,,,Crystalforge Raiment,Paladin,,,,,,,https://www.wowhead.com/tbc/item=30135,,,31,25,77,26,,,,,,,,24,,,,,,,,,,,,,,,,,,1042,
30136,T5,tier_vendor,Crystalforge Greathelm,inv_helmet_15,Head,Plate,,,,Crystalforge Raiment,Paladin,,Yellow|Meta,35=2,,,,https://www.wowhead.com/tbc/item=30136,,,37,28,103,35,,,,,,,,24,,,,,,,,,,,,,,,,,,1355,
30137,T5,tier_vendor,Crystalforge Leggings,inv_pants_mail_15,Legs,Plate,,,,Crystalforge Raiment,Paladin,,Blue,spell_crit=2,,,,https://www.wowhead.com/tbc/item=30137,,,37,36,101,34,,,,,,,,32,,,,,,,,,,,,,,,,,,1459,
30138,T5,tier_vendor,Crystalforge Pauldrons,inv_shoulder_14,Shoulder,Plate,,,,Crystalforge Raiment,Paladin,,Yellow|Yellow,stamina=4,,,,https://www.wowhead.com/tbc/item=30138,,,34,26,77,26,,,,,,,,16,,,,,,,,,,,,,,,,,,1251,
30139,T5,tier_vendor,Rift Stalker Hauberk,inv_chest_chain_15,Chest,Mail,,,,Rift Stalker Armor,Hunter,,Blue|Yellow|Yellow,agility=4,,,,https://www.wowhead.com/tbc/item=30139,,40,40,19,,,,,,,,,,,,,,80,80,,19,,,,,,,,,,,934,
30140,T5,tier_vendor,Rift Stalker Gauntlets,inv_gauntlets_25,Hands,Mail,,,,Rift Stalker Armor,Hunter,,,,,,,https://www.wowhead.com/tbc/item=30140,,34,29,20,,,,,,,,,,,,,,68,68,,19,,,,,,,,,,,583,
30141,T5,tier_vendor,Rift Stalker Helm,inv_helmet_15,Head,Mail,,,,Rift Stalker Armor,Hunter,,Yellow|Meta,stamina=6,,,,https://www.wowhead.com/tbc/item=30141,,40,36,25,,,,,,,,,,,,,,82,82,,,,,,,,,,,,,759,
30142,T5,tier_vendor,Rift Stalker Leggings,inv_pants_mail_15,Legs,Mail,,,,Rift Stalker Armor,Hunter,,Red,melee_crit=2,,,,https://www.wowhead.com/tbc/item=30142,,40,39,26,,,,,,,,,,,,,,92,92,,18,,,,,,,,,,,817,
30143,T5,tier_vendor,Rift Stalker Mantle,inv_shoulder_14,Shoulder,Mail,,,,Rift Stalker Armor,Hunter,,Red|Red,stamina=4,,,,https://www.wowhead.com/tbc/item=30143,,26,26,24,,,,,,,,,,,,,,52,52,,13,,,,,,,,,,,700,
30144,T5,tier_vendor,Deathmantle Chestguard,inv_chest_plate02,Chest,Leather,,,,Deathmantle,Rogue,,Yellow|Yellow|Blue,agility=4,,,,https://www.wowhead.com/tbc/item=30144,,33,57,,,,,,,,,,,,,,,94,94,,,17,,,,,,,,,,419,
30145,T5,tier_vendor,Deathmantle Handguards,inv_gauntlets_28,Hands,Leather,,,,Deathmantle,Rogue,,,,,,,https://www.wowhead.com/tbc/item=30145,,36,34,,,,,,,,,,,,,,,70,70,,24,,,,,,,,,,,262,
30146,T5,tier_vendor,Deathmantle Helm,inv_helmet_58,Head,Leather,,,,Deathmantle,Rogue,,Meta|Red,attack_power=8|ranged_attack_power=8,,,,https://www.wowhead.com/tbc/item=30146,,39,48,,,,,,,,,,,,,,,78,78,,,25,,,,,,,,,,341,
30148,T5,tier_vendor,Deathmantle Legguards,inv_pants_plate_05,Legs,Leather,,,,Deathmantle,Rogue,,Blue,attack_power=4|ranged_attack_power=4,,,,https://www.wowhead.com/tbc/item=30148,,47,49,,,,,,,,,,,,,,,86,86,,,26,,,,,,,,,,367,
30149,T5,tier_vendor,Deathmantle Shoulderpads,inv_shoulder_29,Shoulder,Leather,,,,Deathmantle,Rogue,,Red|Blue,melee_crit=3,,,,https://www.wowhead.com/tbc/item=30149,,34,37,,,,,,,,,,,,,,,54,54,,,13,,,,,,,,,,314,
30150,T5,tier_vendor,Vestments of the Avatar,inv_chest_cloth_43,Chest,Cloth,,,,Avatar Raiment,Priest,,Blue|Yellow|Blue,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=30150,,,36,25,103,35,,,,,,,,,,,39,,,,,,,,,,,,,,,223,
30151,T5,tier_vendor,Gloves of the Avatar,inv_gauntlets_17,Hands,Cloth,,,,Avatar Raiment,Priest,,,,,,,https://www.wowhead.com/tbc/item=30151,,,26,27,77,26,,,,,,,,,,,29,,,,,,,,,,,,,,,140,
30152,T5,tier_vendor,Cowl of the Avatar,inv_crown_01,Head,Cloth,,,,Avatar Raiment,Priest,,Meta|Yellow,35=2,,,,https://www.wowhead.com/tbc/item=30152,,,40,28,103,35,,,,,,,,,,,31,,,,,,,,,,,,,,,181,
30153,T5,tier_vendor,Breeches of the Avatar,inv_pants_cloth_05,Legs,Cloth,,,,Avatar Raiment,Priest,,Blue,healing_power=4|spell_damage=2,,,,https://www.wowhead.com/tbc/item=30153,,,37,36,101,34,,,,,,,,,,,27,,,,,,,,,,,,,,,195,
30154,T5,tier_vendor,Mantle of the Avatar,inv_shoulder_25,Shoulder,Cloth,,,,Avatar Raiment,Priest,,Blue|Blue,healing_power=7|spell_damage=3,,,,https://www.wowhead.com/tbc/item=30154,,,26,26,77,26,,,,,,,,,,,20,,,,,,,,,,,,,,,168,
30159,T5,tier_vendor,Shroud of the Avatar,inv_chest_cloth_43,Chest,Cloth,,,,Avatar Regalia,Priest,,Yellow|Yellow|Blue,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=30159,,,30,35,55,55,,,,,,,19,,,,20,,,,,,,,,,,,,,,223,
30160,T5,tier_vendor,Handguards of the Avatar,inv_gauntlets_17,Hands,Cloth,,,,Avatar Regalia,Priest,,,,,,,https://www.wowhead.com/tbc/item=30160,,,31,27,41,41,,,,,,,18,,,,25,,,,,,,,,,,,,,,140,
30161,T5,tier_vendor,Hood of the Avatar,inv_crown_01,Head,Cloth,,,,Avatar Regalia,Priest,,Meta|Yellow,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=30161,,,30,36,55,55,,,,,,,24,,,,24,,,,,,,,,,,,,,,181,
30162,T5,tier_vendor,Leggings of the Avatar,inv_pants_cloth_05,Legs,Cloth,,,,Avatar Regalia,Priest,,Yellow,healing_power=2|spell_damage=2,,,,https://www.wowhead.com/tbc/item=30162,,,37,36,54,54,,,,,,,25,18,,,26,,,,,,,,,,,,,,,195,
30163,T5,tier_vendor,Wings of the Avatar,inv_shoulder_25,Shoulder,Cloth,,,,Avatar Regalia,Priest,,Yellow|Blue,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=30163,,,22,24,41,41,,,,,,,,17,,,24,,,,,,,,,,,,,,,168,
30164,T5,tier_vendor,Cataclysm Chestguard,inv_chest_plate08,Chest,Mail,,,,Cataclysm Raiment,Shaman,,Blue|Blue|Yellow,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=30164,,,36,33,90,30,,,,,,,,24,,,,,,,,,,,,,,,,,,934,
30165,T5,tier_vendor,Cataclysm Gloves,inv_gauntlets_25,Hands,Mail,,,,Cataclysm Raiment,Shaman,,,,,,,https://www.wowhead.com/tbc/item=30165,,,35,34,77,26,,,,,,,,17,,,,,,,,,,,,,,,,,,583,
30166,T5,tier_vendor,Cataclysm Headguard,inv_helmet_54,Head,Mail,,,,Cataclysm Raiment,Shaman,,Meta|Yellow,35=2,,,,https://www.wowhead.com/tbc/item=30166,,,40,37,103,35,,,,,,,,21,,,,,,,,,,,,,,,,,,759,
30167,T5,tier_vendor,Cataclysm Legguards,inv_pants_mail_15,Legs,Mail,,,,Cataclysm Raiment,Shaman,,Blue,healing_power=4|spell_damage=2,,,,https://www.wowhead.com/tbc/item=30167,,,48,47,103,35,,,,,,,,,,,,,,,,,,,,,,,,,,817,
30168,T5,tier_vendor,Cataclysm Shoulderguards,inv_shoulder_14,Shoulder,Mail,,,,Cataclysm Raiment,Shaman,,Blue|Blue,healing_power=7|spell_damage=3,,,,https://www.wowhead.com/tbc/item=30168,,,28,28,79,27,,,,,,,,,,,,,,,,,,,,,,,,,,700,
30169,T5,tier_vendor,Cataclysm Chestpiece,inv_chest_plate08,Chest,Mail,,,,Cataclysm Regalia,Shaman,,Blue|Yellow|Yellow,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=30169,,,37,28,55,55,,,,,,,,24,,,,,,,,,,,,,,,,,,934,
30170,T5,tier_vendor,Cataclysm Handgrips,inv_gauntlets_25,Hands,Mail,,,,Cataclysm Regalia,Shaman,,,,,,,https://www.wowhead.com/tbc/item=30170,,,25,27,41,41,,,,,,,19,19,,,,,,,,,,,,,,,,,,583,
30171,T5,tier_vendor,Cataclysm Headpiece,inv_helmet_15,Head,Mail,,,,Cataclysm Regalia,Shaman,,Meta|Yellow,spell_hit=4,,,,https://www.wowhead.com/tbc/item=30171,,,35,28,54,54,,,,,,,18,26,,,,,,,,,,,,,,,,,,759,
30172,T5,tier_vendor,Cataclysm Leggings,inv_pants_mail_15,Legs,Mail,,,,Cataclysm Regalia,Shaman,,Yellow,healing_power=2|spell_damage=2,,,,https://www.wowhead.com/tbc/item=30172,,,48,46,54,54,,,,,,,14,24,,,,,,,,,,,,,,,,,,817,
30173,T5,tier_vendor,Cataclysm Shoulderpads,inv_shoulder_14,Shoulder,Mail,,,,Cataclysm Regalia,Shaman,,Blue|Yellow,spell_crit=3,,,,https://www.wowhead.com/tbc/item=30173,,,26,19,41,41,,,,,,,,24,,,,,,,,,,,,,,,,,,700,
30185,T5,tier_vendor,Cataclysm Chestplate,inv_chest_plate08,Chest,Mail,,,,Cataclysm Harness,Shaman,,Red|Blue|Yellow,melee_crit=4,,,,https://www.wowhead.com/tbc/item=30185,41,32,46,28,,,,,,,,,,,,,,,,,19,,,,,,,,,,,934,
30189,T5,tier_vendor,Cataclysm Gauntlets,inv_gauntlets_25,Hands,Mail,,,,Cataclysm Harness,Shaman,,,,,,,https://www.wowhead.com/tbc/item=30189,35,24,34,23,,,,,,,,,,,,,,,,,24,,,,,,,,,,,583,
30190,T5,tier_vendor,Cataclysm Helm,inv_helmet_15,Head,Mail,,,,Cataclysm Harness,Shaman,,Meta|Yellow,agility=4,,,,https://www.wowhead.com/tbc/item=30190,41,32,46,23,,,,,,,,,,,,,,,,,21,,,,,,,,,,,759,
30192,T5,tier_vendor,Cataclysm Legplates,inv_pants_mail_15,Legs,Mail,,,,Cataclysm Harness,Shaman,,Red,agility=2,,,,https://www.wowhead.com/tbc/item=30192,41,32,58,31,,,,,,,,,,,,,,,,,21,,,,,,,,,,,817,
30194,T5,tier_vendor,Cataclysm Shoulderplates,inv_shoulder_14,Shoulder,Mail,,,,Cataclysm Harness,Shaman,,Blue|Yellow,melee_crit=3,,,,https://www.wowhead.com/tbc/item=30194,30,,37,21,,,,,,,,,,,,,,,,,,22,,,,,,,,,,700,
30196,T5,tier_vendor,Robes of Tirisfal,inv_chest_cloth_43,Chest,Cloth,,,,Tirisfal Regalia,Mage,,Yellow|Yellow|Blue,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=30196,,,30,35,55,55,,,,,,,,19,,,20,,,,,,,,,,,,,,,223,
30205,T5,tier_vendor,Gloves of Tirisfal,inv_gauntlets_17,Hands,Cloth,,,,Tirisfal Regalia,Mage,,,,,,,https://www.wowhead.com/tbc/item=30205,,,26,27,41,41,,,,,,,,27,,,18,,,,,,,,,,,,,,,140,
30206,T5,tier_vendor,Cowl of Tirisfal,inv_crown_01,Head,Cloth,,,,Tirisfal Regalia,Mage,,Meta|Yellow,spell_hit=4,,,,https://www.wowhead.com/tbc/item=30206,,,30,36,55,55,,,,,,,,24,,,24,,,,,,,,,,,,,,,181,
30207,T5,tier_vendor,Leggings of Tirisfal,inv_pants_cloth_05,Legs,Cloth,,,,Tirisfal Regalia,Mage,,Yellow,spell_hit=2,,,,https://www.wowhead.com/tbc/item=30207,,,37,36,54,54,,,,,,,26,17,,,26,,,,,,,,,,,,,,,195,
30210,T5,tier_vendor,Mantle of Tirisfal,inv_shoulder_25,Shoulder,Cloth,,,,Tirisfal Regalia,Mage,,Yellow|Blue,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=30210,,,22,24,40,40,,,,,,,,17,,,24,,,,,,,,,,,,,,,168,
30211,T5,tier_vendor,Gloves of the Corruptor,inv_gauntlets_17,Hands,Cloth,,,,Corruptor Raiment,Warlock,,,,,,,https://www.wowhead.com/tbc/item=30211,,,50,24,42,42,,,,,,,,25,,,,,,,,,,,,,,,,,,140,
30212,T5,tier_vendor,Hood of the Corruptor,inv_crown_01,Head,Cloth,,,,Corruptor Raiment,Warlock,,Meta|Blue,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=30212,,,57,33,55,55,,,,,,,,31,,,,,,,,,,,,,,,,,,181,
30213,T5,tier_vendor,Leggings of the Corruptor,inv_pants_cloth_05,Legs,Cloth,,,,Corruptor Raiment,Warlock,,Yellow,stamina=3,,,,https://www.wowhead.com/tbc/item=30213,,,48,32,55,55,,,,,,,24,32,,,,,,,,,,,,,,,,,,195,
30214,T5,tier_vendor,Robe of the Corruptor,inv_chest_cloth_43,Chest,Cloth,,,,Corruptor Raiment,Warlock,,Yellow|Yellow|Yellow,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=30214,,,48,33,55,55,,,,,,,23,,,,,,,,,,,,,,,,,,,223,
30215,T5,tier_vendor,Mantle of the Corruptor,inv_shoulder_25,Shoulder,Cloth,,,,Corruptor Raiment,Warlock,,Yellow|Yellow,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=30215,,,37,24,41,41,,,,,,,18,,,,,,,,,,,,,,,,,,,168,
30216,T5,tier_vendor,Nordrassil Chestguard,inv_chest_chain_15,Chest,Leather,,,,Nordrassil Raiment,Druid,,Blue|Blue|Blue,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=30216,,,36,33,103,35,,,,,,,,,,,31,,,,,,,,,,,,,,,419,
30217,T5,tier_vendor,Nordrassil Gloves,inv_gauntlets_25,Hands,Leather,,,,Nordrassil Raiment,Druid,,,,,,,https://www.wowhead.com/tbc/item=30217,,,26,27,77,26,,,,,,,,,,,24,,,,,,,,,,,,,,,262,
30219,T5,tier_vendor,Nordrassil Headguard,inv_helmet_15,Head,Leather,,,,Nordrassil Raiment,Druid,,Yellow|Meta,35=2,,,,https://www.wowhead.com/tbc/item=30219,,,40,28,103,35,,,,,,,,,,,31,,,,,,,,,,,,,,,341,
30220,T5,tier_vendor,Nordrassil Life-Kilt,inv_pants_mail_15,Legs,Leather,,,,Nordrassil Raiment,Druid,,Blue,healing_power=4|spell_damage=2,,,,https://www.wowhead.com/tbc/item=30220,,,37,36,101,34,,,,,,,,,,,27,,,,,,,,,,,,,,,367,
30221,T5,tier_vendor,Nordrassil Life-Mantle,inv_shoulder_14,Shoulder,Leather,,,,Nordrassil Raiment,Druid,,Blue|Blue,healing_power=7|spell_damage=3,,,,https://www.wowhead.com/tbc/item=30221,,,26,27,77,26,,,,,,,,,,,16,,,,,,,,,,,,,,,314,
30222,T5,tier_vendor,Nordrassil Chestplate,inv_chest_chain_15,Chest,Leather,,,,Nordrassil Harness,Druid,,Blue|Yellow|Red,strength=4,,,,https://www.wowhead.com/tbc/item=30222,46,30,43,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,308
30223,T5,tier_vendor,Nordrassil Handgrips,inv_gauntlets_25,Hands,Leather,,,,Nordrassil Harness,Druid,,,,,,,https://www.wowhead.com/tbc/item=30223,35,27,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,252
30228,T5,tier_vendor,Nordrassil Headdress,inv_helmet_15,Head,Leather,,,,Nordrassil Harness,Druid,,Red|Meta,stamina=6,,,,https://www.wowhead.com/tbc/item=30228,46,33,43,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,224
30229,T5,tier_vendor,Nordrassil Feral-Kilt,inv_pants_mail_15,Legs,Leather,,,,Nordrassil Harness,Druid,,Blue,agility=2,,,,https://www.wowhead.com/tbc/item=30229,46,37,42,17,,,,,,,,,,,,,,,,,18,,,,,,,,,,,367,336
30230,T5,tier_vendor,Nordrassil Feral-Mantle,inv_shoulder_14,Shoulder,Leather,,,,Nordrassil Harness,Druid,,Yellow|Blue,strength=3,,,,https://www.wowhead.com/tbc/item=30230,35,34,28,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,154
30231,T5,tier_vendor,Nordrassil Chestpiece,inv_chest_chain_15,Chest,Leather,,,,Nordrassil Regalia,Druid,,Blue|Blue|Yellow,spell_crit=4,,,,https://www.wowhead.com/tbc/item=30231,,,36,32,54,54,,,,,,,19,17,,,25,,,,,,,,,,,,,,,419,
30232,T5,tier_vendor,Nordrassil Gauntlets,inv_gauntlets_25,Hands,Leather,,,,Nordrassil Regalia,Druid,,,,,,,https://www.wowhead.com/tbc/item=30232,,,26,27,41,41,,,,,,,,24,,,23,,,,,,,,,,,,,,,262,
30233,T5,tier_vendor,Nordrassil Headpiece,inv_helmet_15,Head,Leather,,,,Nordrassil Regalia,Druid,,Yellow|Meta,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=30233,,,35,28,54,54,,,,,,,10,25,,,24,,,,,,,,,,,,,,,341,
30234,T5,tier_vendor,Nordrassil Wrath-Kilt,inv_pants_mail_15,Legs,Leather,,,,Nordrassil Regalia,Druid,,Blue,healing_power=2|spell_damage=2,,,,https://www.wowhead.com/tbc/item=30234,,,37,36,54,54,,,,,,,,26,,,26,,,,,,,,,,,,,,,367,
30235,T5,tier_vendor,Nordrassil Wrath-Mantle,inv_shoulder_14,Shoulder,Leather,,,,Nordrassil Regalia,Druid,,Blue|Yellow,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=30235,,,26,27,41,41,,,,,,,15,,,,16,,,,,,,,,,,,,,,314,
30279,,drop,Mama's Insurance,inv_weapon_rifle_06,Ranged,,,,3,,,,,,87,163,2.2,https://www.wowhead.com/tbc/item=30279,,10,,,,,,,,,,,,,,,,32,32,,,6,,,,,,,,,,,
30311,T5,raid_drop,Warp Slicer,inv_sword_69,Weapon,,One Hand,Sword,,,,yes,,,248,461,2.9,https://www.wowhead.com/tbc/item=30311,,,35,,,,,,,,,,,,,,,70,70,,,25,,,,,,,,,,,
30312,T5,raid_drop,Infinity Blade,inv_weapon_shortblade_47,Weapon,,One Hand,Dagger,,,,,,,171,318,2,https://www.wowhead.com/tbc/item=30312,,,35,,,,,,,,,,,,,,,70,70,,,25,,,,,,,,,,,
30313,T5,raid_drop,Staff of Disintegration,inv_staff_52,Weapon,,Two Hand,Staff,,,,,,,131,310,2.8,https://www.wowhead.com/tbc/item=30313,,,75,50,325,325,,,,,,,,75,,,,,,1459,,,,,,,,,,,,,
30314,T5,raid_drop,Phaseshift Bulwark,inv_shield_31,Weapon,,Off Hand,Shield,,,,yes,,,,,,https://www.wowhead.com/tbc/item=30314,,,40,,,,,,,,,,,,,,,,,,,,,,,40,,208,,,,7313,
30316,T5,raid_drop,Devastation,inv_axe_68,Weapon,,Two Hand,Axe,,,,yes,,,496,744,3.9,https://www.wowhead.com/tbc/item=30316,,,75,,,,,,,,,,,,,,,150,150,,,50,,,,,,,,,,,
30317,T5,raid_drop,Cosmic Infuser,inv_mace_48,Weapon,,Main Hand,Mace,,,,yes,,,14,220,2.8,https://www.wowhead.com/tbc/item=30317,,,40,40,600,200,,,,,,,,,,,40,,,,,,,,,,,,,,,,
30318,T5,raid_drop,Netherstrand Longbow,inv_weapon_bow_19,Ranged,,,,1,,Hunter,yes,,,256,385,2.9,https://www.wowhead.com/tbc/item=30318,,,20,,,,,,,,,,,,,,,,70,,,50,,,,,,,,,,,
30340,,drop,Starkiller's Bauble,spell_arcane_arcaneresilience,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=30340,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,
30377,,drop,Karja's Medallion,inv_jewelry_necklace_11,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=30377,,,,15,55,19,,,,,,,,,,,10,,,,,,,,,,,,,,,,
30446,T5,raid_drop,Solarian's Sapphire,inv_misc_gem_sapphire_01,Trinket,,,,,,Warrior,yes,,,,,,https://www.wowhead.com/tbc/item=30446,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30447,T5,raid_drop,Tome of Fiery Redemption,inv_misc_book_07,Trinket,,,,,,Paladin,yes,,,,,,https://www.wowhead.com/tbc/item=30447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30448,T5,raid_drop,Talon of Al'ar,spell_fire_soulburn,Trinket,,,,,,Hunter,yes,,,,,,https://www.wowhead.com/tbc/item=30448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30449,T5,raid_drop,Void Star Talisman,inv_misc_gem_ebondraenite_01,Trinket,,,,,,Warlock,,,,,,,https://www.wowhead.com/tbc/item=30449,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
30450,T5,raid_drop,Warp-Spring Coil,inv_gizmo_hardenedadamantitetube,Trinket,,,,,,Rogue,yes,,,,,,https://www.wowhead.com/tbc/item=30450,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,
30619,T5,raid_drop,Fel Reaver's Piston,inv_misc_enggizmos_14,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=30619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620,T5,raid_drop,Spyglass of the Hidden Fleet,inv_misc_spyglass_02,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=30620,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30621,T5,raid_drop,Prism of Inner Calm,inv_misc_gem_diamond_07,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=30621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30626,T5,raid_drop,Sextant of Unstable Currents,inv_gizmo_09,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=30626,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,
